timestamp,volume,median,std
1569801600,9518.992107770026,9518.99210777,2.546585164964199e-11
1569888000,11107.76943142837,7707.412159127561,5794.546595978983
1569974400,10625.052353540152,8318.497324772674,4034.0878337919503
1570060800,11782.274784494875,8634.090650451237,4736.67889432346
1570147200,11533.639507723023,8586.349621885212,4864.263273299979
1570233600,11595.220409201767,8510.969050465173,4893.008286046144
1570320000,11643.735344967705,8361.212981910696,5039.051492919018
1570406400,11496.14018612727,8332.568364771083,5131.894961346081
1570492800,11343.338742487422,8318.999861915476,4709.408169100262
1570579200,10705.689463473887,8133.061119079379,4764.163475354262
1570665600,11648.76071639571,8774.801050435308,4531.7051543527805
1570752000,12052.388498750013,8749.171656152495,5099.258746302608
1570838400,11904.501868366762,8727.060021869285,5132.048347479259
1570924800,10775.220502551727,8119.995153366573,4721.5079973246175
1571011200,11100.492693600621,8319.502399058274,4876.395752145322
1571097600,11654.439386109349,8381.314467622706,5013.199547983679
1571184000,11615.201285999508,8424.53266190353,5124.943863642879
1571270400,11235.021886728257,8307.94404477387,4640.965492608035
1571356800,10540.495453892585,7998.38116480891,4583.407889538064
1571443200,12054.137328006958,10694.995473075096,5138.251345150885
1571529600,11960.534759788985,8509.963976179573,5344.836333244108
1571616000,11185.81344970525,8456.695039042745,4599.610525417252
1571702400,11433.282840305816,8228.543176211428,5260.878343931592
1571788800,11199.653322617973,8506.446216179971,4533.861761199165
1571875200,11297.527456549751,8366.2383533387,4911.492451398441
1571961600,11339.750627287827,8241.106604781435,4996.9990195752425
1572048000,11067.888083775744,8236.583770496232,4753.379999935534
1572134400,11564.81691206235,8590.369919027615,4633.316772936361
1572220800,12055.19265600684,8672.283473304056,5188.090599928686
1572307200,11814.457263119804,8444.63414761554,4969.984135967425
1572393600,11130.986647425745,8303.421210488666,4853.180794595684
1572480000,10996.286591669563,8325.030307629078,4373.67139628941
1572566400,10966.385631672953,8045.619656232135,4883.408464166961
1572652800,12179.741461478456,13173.50866136597,4901.702492785234
1572739200,12284.962688437972,8759.2223990085,5335.395784908253
1572825600,11662.962416051238,8382.319541908308,4943.549458941236
1572912000,11673.495594564334,8441.116387615937,5141.465704618637
1572998400,11509.758942697157,8409.45654761952,5083.782708491359
1573084800,10668.260497078125,8248.644661923438,4764.8007801324475
1573171200,11501.155506812416,8382.319541908308,4810.263629822425
1573257600,12203.008931190116,13693.132067021437,5034.6498795586685
1573344000,11010.166667553702,8360.207907625096,4977.095148926108
1573430400,10722.58476221483,7926.015816245673,4874.792016561422
1573516800,11430.287718934722,8111.452021938969,5025.404523341508
1573603200,11460.198729674194,8441.116387615937,4988.720761207007
1573689600,11738.57415455697,8506.948753322771,5101.0926393018035
1573776000,12229.88461758707,8698.91794187247,5021.401712276487
1573862400,11601.12019525824,8635.095724736837,4888.174720756568
1573948800,10979.119922871505,8076.77695908575,4761.021100132235
1574035200,11506.422096068962,8385.33476476511,5003.316924042582
1574121600,11580.827745431969,8545.14157617559,4633.955376347356
1574208000,12023.522765267575,13289.092204210028,5038.348779548248
1574294400,12544.312057094336,13494.629895615335,5086.735019820801
1574380800,10438.912595846938,8130.5484333653785,4398.45850619955
1574467200,11947.911026761842,8652.684524734846,5192.4299511276695
1574553600,12122.613039084927,8778.31881043491,5222.33510660436
1574640000,11333.639775631373,8502.928456180369,4856.902090813454
1574726400,11594.175131944741,8482.324433325559,4892.529399173953
1574812800,11059.18414046244,8368.751039052702,4812.826986330604
1574899200,11147.409561252462,8372.771336195103,4751.744880591693
1574985600,11790.74756072249,8597.405439026817,4774.020959442569
1575072000,11570.807154804534,8307.94404477387,5216.998242852929
1575158400,11384.10455551138,8736.608227582488,4518.67304220009
1575244800,11146.082863195468,8180.802147645404,5012.882065444362
1575331200,11770.183740839106,8589.364844742015,4848.831706811659
1575417600,12123.336692570561,8683.339290445663,5009.027759050004
1575504000,10998.990241497831,8041.599359089732,4978.536448358947
1575590400,11492.059584527726,8437.598627616337,4757.318146652517
1575676800,11277.375717123465,8073.761736228948,5183.4329822859445
1575763200,11263.15391598221,8387.34491333631,4840.727140186022
1575849600,11534.473719380074,8438.603701901937,4956.0813151609445
1575936000,11143.479720795762,8145.122010506586,4899.2111655630315
1576022400,11558.113066577396,8364.730741910298,4959.482585985446
1576108800,12229.995175758482,13805.197849865894,4984.452766730839
1576195200,9995.01148686862,7973.756844811698,4136.221166402028
1576281600,10989.703355098889,8401.918490477517,4650.783028676754
1576368000,12701.42526941941,13841.883061290313,5510.870296690466
1576454400,11280.21002660885,8065.218604801345,5195.8962173982645
1576540800,11704.874013760784,12894.600547111826,4720.711138276684
1576627200,11873.736544484529,8473.781301897954,5458.908729903344
1576713600,11204.467628445993,8467.248319041551,4696.361494980374
1576800000,10311.459125689937,8085.320090513354,4396.187402089025
1576886400,11106.191464799978,8068.233827658147,4808.12295542328
1576972800,11122.574175655265,8077.279496228552,4992.573556211756
1577059200,10942.816639675617,8198.390947643413,4823.5787571053015
1577145600,10906.513356479727,8294.878079061062,4640.204818147738
1577232000,12236.28694078634,13703.182809877442,5381.625045437427
1577318400,11257.656159639975,8174.269164789001,5014.891543129699
1577404800,10770.958987580778,8218.994970498225,4719.786024840299
1577491200,12919.335425280451,14465.029118362634,5351.122598731624
1577577600,11335.5293152883,8371.766261909503,4954.223172147266
1577664000,10415.584821678152,8002.401461951312,4868.117348442823
1577750400,11183.933960791179,8286.837484776259,4738.121528610261
1577836800,12305.305391978536,13586.594192747782,4798.037299931996
1577923200,11257.9476311828,8422.019976189527,4788.992869055286
1578009600,10797.251730892087,8169.746330503798,4757.899286074702
1578096000,11783.450721409032,12954.905004247858,4763.552340679068
1578182400,10853.083607457205,7972.751770526096,5226.78863430033
1578268800,12219.733367302508,13290.59981563843,5004.319792358773
1578355200,11574.566132632677,8333.573439056683,5138.9076437394
1578441600,10723.831054328972,8191.85796478701,4652.184647135934
1578528000,11826.930235004105,8623.034833309632,5079.784812679529
1578614400,11438.016740190988,8414.481919047525,4994.6790769934505
1578700800,11129.318224111648,8177.786924788603,4694.692097924334
1578787200,11174.717429592227,8401.918490477517,4848.36440126727
1578873600,12109.084739200738,8582.329324742812,5335.0442522194
1578960000,11354.897096771823,8354.177461911493,4865.249930041262
1579046400,10842.480073744116,8004.411610522513,5138.7339324478235
1579132800,11171.782612678271,8221.507656212225,4714.241277353489
1579219200,11778.284639581043,8452.172204757542,5137.145692454459
1579305600,11418.437893107486,8361.212981910696,4821.595738658807
1579392000,11451.283720760915,8409.456547619522,4889.059396293081
1579478400,11476.350273443793,8577.303953314808,4741.252030495152
1579564800,11576.123997775363,8736.608227582488,4594.992230027666
1579651200,11683.094053991823,8475.288913326356,4949.019947142175
1579737600,11553.489724863635,8395.385507621115,4927.820282160435
1579824000,10818.096971575447,8252.16242192304,4598.483443028802
1579910400,11772.083331238888,8317.492250487074,5057.57153997779
1579996800,11313.90011666218,8199.898559071815,4717.93993685801
1580083200,11302.31161014921,8162.7108105045945,5069.688692012257
1580169600,10461.808188072917,7979.2847533825,4419.0548134881465
1580256000,11377.320304083572,8169.746330503798,5062.818133272759
1580342400,11948.765339904605,11002.045667326052,4989.847872724833
1580428800,10522.183000408944,7860.183450538839,4848.422394736361
1580515200,10779.130241522716,8015.96996480692,4495.382240231437
1580601600,12165.328696222949,13573.025689892176,4924.680293245766
1580688000,12153.117043652905,10838.21855877317,5256.5188217310715
1580774400,11654.228320509377,8417.497141904325,4801.723922873675
1580860800,11635.694750682907,10668.863541649484,4690.076887435152
1580947200,12122.62308982778,13209.188798504787,5040.052343569353
1581033600,11413.030593450962,8449.156981900742,4802.594865757652
1581120000,11351.148169686534,8686.354513302464,4916.089746289676
1581206400,11485.134622699945,8570.770970458405,4635.321606597808
1581292800,11103.688829828834,8359.705370482296,4835.2378300539285
1581379200,11277.154600780623,8301.411061917466,4923.56761031362
1581465600,11112.181707542159,8177.786924788603,4839.221198888549
1581552000,10843.736416601118,8135.573804793381,4584.6671646843415
1581638400,11637.664696282673,8391.36521047871,5105.32087675558
1581724800,11303.517699291928,8249.64973620904,4877.527964046065
1581811200,11510.58310361135,8468.253393327152,4843.930024876102
1581897600,11252.419722611998,8449.156981900742,4882.171498571434
1581984000,11422.689357335574,8651.176913306446,4785.909992717981
1582070400,11872.661114998937,8549.664410460793,5381.1636835561485
1582156800,11639.986417882412,8522.52740474958,4904.639605981285
1582243200,12117.457007999796,13271.000867069219,4769.8537102031005
1582329600,10897.226470080775,8150.147381934588,4576.565867107355
1582416000,11652.449339023857,8390.36013619311,5143.510513260272
1582502400,11756.444375354944,8750.176730438096,5014.703781543754
1582588800,11923.055539678946,8491.872639038764,5266.557869018999
1582675200,11233.22280375703,8231.55839906823,5216.967580466852
1582761600,11992.88810104247,10707.558901645103,5079.652744245574
1582848000,11902.763089852668,10800.02573592035,5020.710009162458
1582934400,10613.483948512898,8003.909073379713,4710.164946736214
1583020800,11509.698638240015,8514.989347607576,5008.126924653588
